default_header,review_body,label
11937963,"Easy installation. I will now hurt my self by patting my back. I have an IQ of 155, so this may not apply to everyone. However, instructions were very easy, and I had it installed in 5 minutes. Love it.",1
11947963,"I bought this a good long while ago, forgot to do the review. Well I still have this CAC reader and I tell you that being in the Army and having one of these makes your work at home a whole lot easier.",1
11957963,"Very pleased with the anti-glare screen protector for my ipad mini. Easy to apply with help from the tutorials, not a dust speck insight! Highly recommended",1
11967963,This tablet is fantastic.  It is faster with browsing than other tablets I used and the apps can be downloaded/accessed very quickly.  This is good for adults as well as children.  It has a dual camera which allows a person to quickly switch from one to the next to be able to share pictures and conversations with multiple persons.  This is well worth the price for such a compact tablet.,1
11977963,worked only the first time i've used. already in second time not read no memory card.USB connection did not work in no time,0
11987963,Love it! Durable I really like this one because it is almost as good as the apple store one but much less expensive!!,1
11997963,It was a great gift for my 11 year old daughter. she was in love when she saw it. It was great!!!,1
12007963,"All in all, this briefcase was fair, the only issue is the fact i use a widescreen laptop and dose not fit.<br /><br />Please remember to remember to measure your laptop esp. if it is a wide screen.",0
12017963,"Product arrived as advertised.  Was fairly easy to set up.  Only, I had to search Google for the user / installation guide for this device as it did not come with any instructions.<br /><br />Tip:  If you will be using your computer / laptop to configure this device, make sure you turn off existing internet connections (wireless and LAN!)  Your computer needs to talk to this device directly to configure it.",1
12027963,"The price was right! But as we are all taught... you get what you pay for. It does protect the back of my device from scratching, but the scratches are very apparent on the case itself.",1
12037963,"I was looking for a cover that would keep my tablet safe and have it stand when needed.  I don't really like that the case has a design to it, but it functions well.  I have no problems with it so far.  I'm happy with my purchase.",1
12047963,"The Logitech G510 keyboard is the first time I've ever owned a gaming keyboard. I never thought it would be needed since I'm not a hardcore gamer, but the G510s has opened my eyes to the possibilities.<br /><br />The G510, for me, is total luxury. The finish is silky soft, the keys are backlit (one of my favorite features), and it types whisper smooth. For general computer use, this keyboard is wonderful on the hands. The smooth wrist support is detachable. While it is hard plastic, it offers some level of comfort. The keyboard is not heavy and has a low profile.<br /><br />I really like the volume control which is actually a smooth rolling cylinder instead of a button. This is so much better for instant and precise volume control.<br /><br />The keyboard has a LCD display. It can transmit information from the game you're playing, or it can do other things (time, newsfeeds, etc.) that you can choose to display when you're not playing. If you don't need it or it's annoying you, Logitech includes a button to switch it off.<br /><br />The extra set of G-keys on the left are great. Much easier to access during game play rather than working across the top row of F or Number keys. There's also a switch to shut off the Windows key to avoid accidentally changing to the Windows screen in the midst of game play. Very handy for us clumsy types who get a bit too excited when a game gets tense.<br /><br />The keyboard offers headphones/mic inputs so you don't have to fish behind the desktop to get your favorite headphone plugged in.<br /><br />The biggest hurdle I had to work on was learning how to program the game keys. I did not find it intuitive. I am thankful that Logitech made a how-to on their website. It was after I read that did I figure out how and what I needed to do. THIS makes all the difference in the world and now I understand the true beauty behind this already great keyboard. I only know a little bit now, but I see the potential as what can be done. Very exciting.<br /><br />Between this new G510s keyboard and my beloved Logitech G600 mouse, my gaming fun has only just begun.<br /><br />The one thing I balk at...the price. Wowza! I just have a hard time wrapping my head around that kind of a price tag. I've never spent more than $20 for a basic media keyboard.<br /><br />My verdict:<br /><br />For function, style, durability, and talent - 5 ALL CAPPED STARS!<br /><br />Price - 3.5 Stars. I find the price steep.<br /><br />I recommend Logitech G510s keyboard if you can afford it..<br /><br />Between this new G510s keyboard and my beloved Logitech G600 mouse, my gaming fun has only just begun.<br /><br />The one thing I balk at...the price. Wowza! I just have a hard time wrapping my head around that kind of a price tag. I've never spent more than $20 for a basic media keyboard.<br /><br />My verdict:<br /><br />For function, style, durability, and talent - 5 ALL CAPPED STARS!<br /><br />Price - 3.5 Stars. I find the price steep.<br /><br />I recommend Logitech G510s keyboard if you can afford it.",1
12057963,"Doesn't need explanation.  I've since purchased an external hard drive so I can back up my entire computer, but this is great for backing up my Outlook personal files, etc., which I do regularly because my system is getting old.",1
12067963,"Works well, but cord is shorter than original by a considerable amount.  Otherwise, it is a good replacement cord for my computer.",1
12077963,"A must for any device when u need extra space, adapter allows easy transfer of info such as pictures, music or documents",1
12087963,"I needed this to attach the video output of a medical device I use (I'm a doctor) to a digital projector for large audience presentations.  I could not locate one of these at Best Buy, CompUSA or Radio Shack.  So I am pleased to have found this on-line.  The price is correct, and the item arrived three days after it was ordered.",1
12097963,works as intended is anice fan and works fine for my purposes also thought it was a great price considering the way the blades r shaped and such,1
12107963,Have had these cables for about 6 months now and they are working fine. No problems with the connectors and no issues with traffic.,1
12117963,I had lost my first kindle and looked for it over three week and  I missed it so had to have another one. The best thing was I could get the list of the books I had purchased. I think every one should have a Kindle,1
12127963,"I went by all the previous reviews to buy this monitor for my brand-spankin' new MacBook Pro base system.  I bought two!  The larger one is linked to old (2002!)  PowerBook G4 and is working like advertised.  Ahhh.  HOWEVER, the same same series VX2250 series) worked GREAT FOR ONE WEEK.  And now it doesn't.  And, apparently, I can't find out why.  No Signal on monitor.  Was working as second monitor (intended) , recognized and attempting re-establishing connection every 60 seconds, makes one wonder wherein the problem lies.  Attending disc banned for this system(!) Mac Os 10.8.3, now why would a graphics monitor go and do that?  On purpose?  Nahhhhh.....  however.  I  am without remote monitor, for my brand new, now limited by firmware (!), and what am I to do?  A public trashing of ViewSonics?  Nah...I am a loyal fan.  To a point.  ADDENDUM:  This is a great monitor.  I am leaving my original posting to show how an bad situation produces an upset person who then writes a rant that, at the time, was seemingly true but in fact was NOT the monitors fault!  As I am writing this apology I am using the above monitor and it works GREAT!  LOVE iT!  Thank you ViewSonic for making awesome monitors.",1
12137963,I like how I can remove the keyboard when not using it and still have the case to protect it.,1
12147963,"Purchased this device to use with Apple 24\\"" LED with Mini Display Port and 2 computer. Microsoft Surface Pro and MacMini 2012.<br />It's working perfectly, so much that I bought a second for the office.<br /><br />At the Office I have a Dell with an ATI Video card connected to a Apple LED 24\\"" Cinema Display, and My Microsoft Surface Pro.<br />At Home I have a Apple MacMini, Apple MacBook Pro (Retina), and a Microsoft Surface Pro.",1
12157963,"My tablet 9 inch Android tablet fits fine but why would you not send the correct cable.  Pretty useless at this point, just a pretty cover.",0
12167963,"I bought a Seagate Constellation ES 500 GB 7200RPM SATA 6Gb / s 64MB Cache 3.5 by 47 dollars and when I received my package, was a Seagate Barracuda 500 GB 7200RPM SATA 3Gb / s. was very disappointed because it was not worth returning from Dominican Republic. Knowing this I kept the hard drive but I take tremendous surprise when installed. PRI MASTER HARD DISK Error: S.M.A.R.T. BAD-STATUS, BACKUP AND REPLACE. recommend a better service but maybe there was a mistake in the office of amazon, anyway I can not fix it from where I live.",0
12177963,"Charging my Kindle Fire HD with the USB cord literally takes overnight and then some. So I decided to go ahead and purchase the Kindle PowerFast Accelerated charger. Well, needless to say, I'm very disappointed with the charger. It doesn't charge my Kindle Fire Hd any faster than the USB cord does, I'm still having to charge it overnight for a full charge. I had higher expectations for the product but it really isn't worth the money I spent for it.",0
12187963,I was a little hesitant to purchase this case because I thought the price was a little high but I am so glad I decided to purchase it. The Onyx Black is so classy and the Kindle Paperwhite fits in perfectly and doesn't make it any bulky at all. I highly recommend this product to anyone considering which case to buy.,1
12197963,"This is by far the most COMFORTABLE and ERGONOMIC mouse I've ever used. I am in front of my iMac for at least 4-6 hours on most day. This lets your arm, wrist and hand rest.<br /><br />You can adjust the speed of the trackball to your preference.",1
12207963,"I am by no means a computer expert, but it runs great, especially for the price I paid. The only thing I'd complain about is the RAM, but I can easily upgrade it, and plan to do so soon :)",1
12217963,its not really 8 gigs more like 7.6 but its still good for what ever device it will be inserted into,1
12227963,Nice and handy little unit.  Got this for my high schooler who was tired of loosing thumb drives.  Now this is on string that goes around his neck.,1
12237963,Its a nice lil bit of equipment. However the rechargeable battery packs wouldn't hold a charge for more than 10 minutes before we would have to redock them. If the battery packs worked it would be perfect.,0
12247963,"I do a lot of work on people's computers, so I always need to have access to an extra keyboard. This is perfect for that purpose; it rolls up into a tiny package in my backpack and it has everything I need, even a ten-key. The only thing keeping this from a 5-star rating is the feel of the keys; it's sometimes hard to type fast since you can't tell by touch if you've actually pressed the key.",1
12257963,"I ordered this product kind of skeptical because of all of the bad reviews on other similar products, but I have to say, I'm very happy with my keyboard. It's actually not very thick at all and the battery is very long on it. The fact that it lights up helps. It gets only 4 stars because I just wish the phone would allow for auto correct.",1
12267963,"It Is a very good case. Works perfect on 3rd gen iPad. La recomiendo, económica, muy buena y durable. 5 stars.",1
12277963,Only had the case for a few days but fits well and has a solid feel to it. Also very slim which is what I was mainly looking for accompanied with some decent protection.,1
12287963,"I got the blue one. I like the feel of it and it does what I need it to do. The one thing I did not like was that you can only use the hdmi and usb connections when the tablet is set in the lower viewing angle. When it is turned the other way around the connections are stuck on the bottom and unless you have it hanging off the table a little you can't use the connections. Overall, great value for the money.",1
12297963,I love this model.  I had another kindle originally and said it was the best gift I ever got.  The Paperwhite 3G is even better.  Love the back lighting.  It is the best.,1
12307963,Very good product... Wireless is amazing and the 7.1quality is perfect. I recommend this to everyone in need of a new headset.,1
12317963,The problem with my laptop was the battery. I went to the Dell OEM site to buy a new one and it was way out of my budget. This battery was 75% less and came with a guarantee. I haven't had any problems since and I bought the battery over 2 months ago.,1
12327963,"I was looking for a 24AWG stranded category 6 cable with a PVC jacket and Amazon had the best price (as usual).  I ordered two and they both arrived quickly, even with budget shipping, and in perfect condition.  I've been using these for a few months now and no problems at all.",1
12337963,"I can't say enough good things about this case!  It has all the features that I felt were most important (minus storage area for extra micro-SD cards, which would have made this a 10-star deal), including: precisely placed cutouts for access to front and back camera lenses, charger, on/off switch, volume, and S-stylus; several viewing angle choices; durable material (feels like and is sturdy as thick leather, but is synthetic; versatility of viewing horizontally or vertically by removing inner case, which stays on tablet, but velcro-attaches to outer, adjustable book-type cover; magnetic closure; secure holding of tablet in inner case; and pen slot (not needed or used by me).  I can't find any negative feature so far, and I've used it regularly for over 2 weeks.  It would be a real plus if this item was available in colors other than black, but not a deal-breaker, obviously.",1
12347963,"I purchased one of these a few months ago.  It is a really handy accessory for my Droid Bionic.  I use it to watch movies from Netflix when on my treadmill (plug in computer speakers) and works great.  I use it also for a substitute for my laptop computer when I need internet access and I'm out of wifi range.<br /><br />Its not a replacement for a PC, but it is very useful as its designed.  I have used a USB hub, USB mouse, USB keyboard, multiple USB flash drives, and even transferred files to a 750GB Western Digital portable hard drive with it all at the same time.  It recognized my Sony Walkman MP3 player and I was able to read the contents of the device.  I have also printed documents to my Web enabled printer!<br /><br />It is very thin and it feels better made than my HP laptop - the case is mostly metal but its lightweight.",1
12357963,"This kindle fire skin is great, it's an absolute perfect fit and it came with an anti glare screen protector.  I didn't even realize that when I purchased it!",1
12367963,"This Mac Mini has been a good machine and the delivery happened seamlessly.  I only wish this mac had a CD/DVD player built in.  I can always use a thumbdrive or hookup an external Disc player, but it would just be more convenient.  CD's may be dying ... but DVDs and Bluerays are still around.",1
12377963,"First of all, i had bought this refurbished from amazon and was not happy the first few days. This does not come with anything sony at all on it, except for the lid. I was really looking forward to using the imagination studio, but there is none because amazon wipes out the hard drive completely. I got over this, and started liking the laptop, Very good at gaming for price.<br />At the five day point, my screen got a stuck red pixel. I was very annoyed. It didnt go away, so i talked to amazon. They refunded me almost $100, so i was very happy again.<br />I love the laptop, but wish i would have bought new. If you are a die hard sony fan, order from their website because they have very good deals, right now they are giving a free i7 upgrade.",0
12387963,"I got this to start my own project of Computer Controlled Christmas Lighting. Well this did the trick, I have so much fun playing with this. The coding is a cinch to work out but for the most part you can find nearly anything you need in the online library or forums. Will probably get another soon for more playing.",1
12397963,"After 2 month they just broke. I do not know why. The whole is still working thanks to the rubber, which is used to close the cover pages.",0
12407963,This was a great price and they fit the 7 inch Galaxy great.  I use then in a classroom and they are great for my students to us and a great price.,1
12417963,"I bought this because I work from home and have my work laptop and my personal desktop on the same desk.  It was getting messy having two sets of headphones available for skyping/communications so I thought a USB switch would do the trick.<br /><br />To be fair - it does say in the instructions that you should hook up a hub to this device and then your devices to the hub.  I thought I'd bypass that and just plug my USB headset right in to the device.  That worked 50/50 - sometimes yes, sometimes no.  Hooking it up to a powered hub solved that problem.  I think it has to do with the device staying on between switches.<br /><br />Anyway, once I hooked it up to the hub all was well, I'm able to switch between using my headset with my work environment or my home environment very easilly.  I might even hook up a thumbdrive to provide for a sneakernet of sorts between work and home.<br /><br />For the price, it's a simple solution to a problem and I'd buy another if the need arose.<br /><br />Update:<br /><br />I've since bought a second unit to use as a very simple KVM switch.  I use a TV as a monitor so that allows me to have two HDMI's to switch from.  I have a laptop and my desktop hooked up.  I simply plugged my mouse/keyboard wireless receiver into this (no hub this time) and it works pretty flawlessly to switch between the two.<br /><br />On my original setup, I switched from a wired headset to a wireless headset (not bluetooth, but 2.4ghz) and that also works without a hub/power without any trouble.<br /><br />Really a nice solution for a simple problem.",1
12427963,No problems yet. I can understand about the delicate connectors but I haven't moved it. Now I guess I need a computer with USB3...,1
12437963,This case is pretty good. I use it on my kindle e ink. The only problem is that there is nothing to secure the top of the kindle. If you shake the kindle upside down in the case the kindle might fall out but overall good protection.,1
12447963,"I'm not sure how this one compares to other SSD's as it is my first but I can say that it is the single best upgrade I've done to my pc in 20 years of building/upgrading computers. My pc boots in 12 seconds, apps load instantly. Highly recommend.",1
12457963,No complaint everything is exactly what I wanted. It came when it said it would and the adapter solved all of my problem and more.,1
12467963,Got this to connect my iPad2 to a tv. Poor video quality.  Did not use as often as anticipated but good to have handy.,1
12477963,"I recieved them in a timley manner but when I applied it, it was in no way clear.  The screen protector dis-colored and wavey.  The screen protector had the coloration of an oil spill in the drive way.  Poor quality",0
12487963,"I purchased this for a few Small Form Factor Dell 770s and 990s I was repairing for some customers.  These cards are the best you can get in a small form factor, these are impressive.  The power consumption is low, and the power supply has no trouble with this.  Everyone has been happy with them.<br /><br />This will not work in the older Dell Small form factors like the 745/755/760/380 etc because the PCI-e slot is next to the drive, it won't fit.<br /><br />Highly recommended for a small form factor computer, if you've got a tower I'd suggest getting a full size card, as they would be a little cheaper.",1
12497963,The tools they shipped were nothing like the ones in th pic. No double stick tape! Screen works but only after I had to use my own tools to do the job.<br />Waste of money and time,0
12507963,I dint return it because it was very inexpensive but it will not work with windows 7 or 8 and it freezes every 2 minutes without even been recognize by windows,0
12517963,"Product says it fits for an adroid tablet 9.7 inch, but doesnt fit!! Was looking forward to put my tablet in this and now i cant :(",0
12527963,"This case seems protective enough for the Kindle fire HD, so I gave it 3 stars.  However, when you put it in the case, you have to put it in upside down, or it blocks the camera.  So, it opens from the right (instead of the left like a normal book) and the logo on the case is upside down.  Dumb design.",0
12537963,"Easy to install and fits properly. Indistinguishable from a unmodified computer. And come on, who uses CDs or DVDs anymore?",1
12547963,"I bought a computer at the same time as the charger and the computer didn't work. It was never used and would cost as much to send it back as i paid for it,",0
12557963,"The color was beautiful, nothing was wrong with it, it just didn't fit the newest mac book pro with retina display, so I had to return :(",1
12567963,"Installed and worked perfectly in ony a few minutes. The driver is on a mini DVD disk and works well in Windows 7. It reads OK if the diskette is centered properly in the DVD tray. Be sure you have the necessary female 4-pin Molex power connector available inside your computer, as this is not included in the package. A Molex extension and/or a SATA to Molex adapter imay be necessary (each installation will be different). Large file transfers at 150 MByte/Sec from an inernal SATA HDD to an External USB-3 HDD using this product. You may want to create a new System Repair diskette after this installation to insure thet the new USB-3 driver is loaded when booting from the Repair/Recovery Diskette.",1
12577963,love it,0
12587963,"I thought this would be something I would really like. If it would have opened up more, I would have liked it better. My phone gets stuck in it. Should have had better pictures of it and how far it opened up. For the 80 bucks it cost,,,,, it wasn't worth it.",0
12597963,"This is a replacement Kindle Fire for the original one whose battery started swelling.  I love Kindle Fire, I only hope that I don't run into the same problem with the battery as with the original one, which happened at 1 week before I had it for 1 year.",1
12607963,nice looking but not very stable and not adjustable-maybe after longer use it will be more stable but as of yet not,0
12617963,great value and wooks great VERY EFFICENT ITS GREAT FOR THE MOTHER BOARD ASUS77 I INSTALLED. I would recommend this to every one who cant spend a lot for a vedio card but still need a no glitch gameing card.,1
12627963,This item worked for one charge.  The next morning it didn't work at all.  Do not buy this piece of junk!,0
12637963,"This case does a great job of protecting my kindle fire, it's  also super cute in pink.  The only thing that prevented me from giving it 5 stars is that sometimes it slips when propped up.  Other than that, it's great.",1
12647963,It works for my iPad two. Takes forever to charge though. Nice color s doesn't break easily. The length is also a plus.,1
12657963,It arrived in time and in excellent condition. It installed without a hitch and I just heard from my customers that their computer is performing in top shape. :),1
12667963,I like the way it looks like a book.  It is not too heavy and offers the protection I need.,1
12677963,I was really bummed about this purchase because I was really looking forward to watching streamed movies on a few apps.  The connectors won't lock erefore it isnt recognized on the tv and when I went to return it for a new one it says it is not available for a return (which sucks because I used a $15 gift card so I only get the money after the gift card was added back).  Oh well hopefully the next one the connectors work.,0
12687963,This is a very easy to use switch. You plug in power and all the network cables. And voila!!! It's working!!!,1
12697963,"This tablet is the third 7inch Android wifi tablet purchased within the previous 18 months.  The Galaxy Tab 2.7 is by far the best of the lot.  The first tablet was broken by our cat, now I consider his action a blessing.  The second was, another inexpensive tablet, a bit better but still little more than a ereader.<br /><br />The Samsung is slick, fits the hand well, is very fast to load and surf.  It does come with a bunch of pre-installed apps, some useful, most not.  Will be stuck with these apps until the tablet gets rooted. So far every app I have installed work just fine.  It is very good device, easy to use, has decent speakers (for a tablet) and can used as another infared remote for devices in the home.  (now I can hide the satellite tv remote and control what everyone at home can watch and when.  Power at last!)",1
12707963,yes cheap and good and it works had extra drives laying around<br />but didn't have the money others charge this was so cheap it didn't<br />bother my pockets at all,1
12717963,I got rid of this not because it did not work but I just did not like typing on it.,0
12727963,"Not so small i can't use it, not so big it takes up much backpack room. works fine no problems at all.",1
12737963,This cover was not very durable since cracks start appearing at the edges with minimal use. Overall very disappointed with this product.,0
12747963,"The Chromebook is functional, fast, and dependable. I LOVE my Chromebook! I even use it for school and it syncs with my phone and tablet.",1
12757963,"I purchased this product after moving into a new home and not feeling up to running new outlets to provide internet in my office.  I am beyond satisfied with how well this product performs.  This is an ideal solution for those that find themselves in the same situation as myself.  Prior to this, I had a long ethernet cable running from one room to the other to provide my connection.<br /><br />(please note, I'm unable to provide links for this review due to Amazon policy.  These were pulled and averaged from a popular speedtest website.)<br /><br />Average speed test with with ethernet cable running from one room to the other:<br />[Download - 23.68 Mb/s]  [Upload - 3.49 Mb/s]  [Ping - 44 ms]<br /><br />Average speed test using the Netgear XAVB5101 Powerline Nano500 Set(XAVB5101):<br />[Download - 24.22 Mb/s]  [Upload - 3.40 Mb/s]  [Ping - 20 ms]<br /><br />As you can see, the results are near identical.  If you are looking for a simple solution to provide internet in more than one room in your home, this is a quick and effective solution!",1
12767963,"These Iphone pens is a great purchase. My kids and I really enjoy them! This is also a great idea to use instead of your fingers, and great gift idea. Happy with this purchase!",1
12777963,"This case fits the tablet very well. The only problem is that the case cannot be completely closed when the tablet is connecting with type cover keyboard. If you are using a touch cover, it may not be a problem. When I ordered this case, I was charged addtional fee for shipping. Now it is eligible for free shipping with Amazon Prime.",1
12787963,"My family doesn't celebrate any holidays, so 4 our parents family anniversary we all do a gift exchange, an my mom decided 2 splurge, and she got my dad an iPad, little did she know my dad was getting her one also!! ;) so, me & my sister decided 2 get her this case, and it has been a little more than 3 months, & it has endured a lot of abuse, and has held up nicely, it's a good case :)",1
12797963,"My family has two macbook airs and three of these silicone covers. They're cheap and work well. It helps water and crud from betting between the keys.<br /><br />It muffles the sound coming from the speakers (wherever they are) - but all you have to do is to flip the cover over and it'll sound fine (or I've learned to live with the muffled sound, it doesn't bother me much.)<br />Also, the F keys up top (ie. F1, F2) don't really match up with my new Macbook air. Specifically, the volume buttons. They're one key off. I've learned it and can blind-touch so it doesn't bother me anymore but if you really rely on the labels on the keys it may be a bit bothering for you.",1
12807963,"I ended up not using this, I have one of those internal water cooler that cools the cpu by fans and a heat sink with water that is placed at the back of the case. With this item above the graphics card it would cool the graphics card but in return heat up my cpu, very win loose situation.<br /><br />Blue light is cool, Works.",1
12817963,Broke the first time i plugged it in.  Others have had better experiences with it so I would suggest ordering 2 or 3 of them because one of those could easily be as bad as mine.,0
12827963,I purchased this case and another for employees and have been impressed.  It was a great price (half of what you find in stores) and VERY well made.  Both the inside & out are made with very nice materials and I love the look of black on black stitching.  I will buy again!!,1
12837963,Oh what a feeling. I walk around between floors with the sound as good as sitting next to the PC. There is no outside noise so I am totally in the game. Great. I recommend it highly.,1
12847963,What I really love about this flash drive is how small it is that it would fit in my keychain without being noticed. Yes there are smaller ones that could fit into a wallet. like the PICO one.. but I like this more as it's shorter and it won't be visible when connected to any computer. Highly recommended.,1
12857963,"i regularly do rounds where i work, where i need to have my ipad ready to take notes and utilize apps.  this case works great for that.  the leather strap mounts securely and is adjustable, and relieves concern that i'll drop the ipad while walking around.  it also rotates into various viewing angles and clicks into place in several positions.  i also really like that it works with the apple smart cover.  it does have its own front cover, but it's really just for safety of the screen when locked into place, so i'll likely just use the smart cover.",1
12867963,"I wanted the cheapest portable hard drive I could find. The small capacity is fine for what I need it for.  So far it works good.  Very quiet, light, compact and a good price.",1
12877963,"Recived on time and seemed to be ok, at first worked fine, but later on my new battery died in two months!",0
12887963,"Amazon 7\\"" Kindle Fire is excellent at displaying its vibrant colors.  The text display is also crystal clear.  The big plus is that it can play most of the videos embedded in the web sites.  It would also be better if it can directly display Adobe pdf and Powerpoint slides without going through any of the conversion route.  The only thing I dislike about it is that it's too sensitive to the touch - Occasionally when I touch the screen by accident, even if it was a light tap, the display would go somewhere I had never expected it to go.  So I had to always do something else to bring it back to where I was before.  This could be annoying at times.  But given the excellent picture and text quality and for the low price that Amazon currently offers, I think it's worth a buy.",1
12897963,"When I ordered this item it was for my 10 and 11 year old girls because they needed it for school. The carrier was perfect, and we didn't have an issue with it at all. Yet the sleeve case cover for the Kindle was a pain in the butt. It didn't quite fit like expected. Doesn't cover the entire front black outline like it looks in the picture, and we just decided not to put it on the kindle because it would look funny. So my girls and I were extremely disappointed with the sleeve and would not recommend it to anyone.",0
12907963,"Love the slim minimal design.  I have purchased a few of these for the office and have been using them for over a year.  Great battery life, always stays connected.  No complaints!",1
12917963,"The Kindle touch is a brilliant piece of technology. Very easy to use and navigate around, no cumbersome buttons or toggles to play with.",1
12927963,"I bought the Connectland USB Hub a few weeks ago. So far it's working great with the wireless nano receivers used with my keyboard, mouse etc. I also have no problem using it for usb charging my phone, tablet etc. However, transferring files from my phone is slower than using a direct USB port and it refuses to recognize my Canon DSLR. So, I'll be using this for my nanos to free up my tower ports for transfers.",0
12937963,"I'm very satisfied with the cover for my ipad that I bought. Quality is perfect. And you can not beat the price.<br />I already recommended this item to my friend and she is buying, actually, two for her girls.<br />It is also qualified for free shipping, so I added set of touch pens for 10 dollars and happy as can be.",1
12947963,"Just wanted to tell you that the all conception of the kindle book just awesome. At first I thought that I won't like it but since I got my Kindle I can not stop use it. I have the kindle \\""touch\\"" and it works great!My eyes do not get tired even after four- five hours of reading. In additionally I would like to say that Amazon's costumer service is the best that I ever dealt with. So if you hesitate- don't.You won't regret it!",1
12957963,"Screen lost 1/3 of the color after 3 months. Screen display quality very low(before it died). Not even close to a nook or kindle display. Poor battery life. Battery life declined very rapidly from day one. OS is very buggy, not even close to the performance of the tab 7 version 2. Seems to based off of a phone rom. Definitely not optimized for the hardware. No support after sale, no updates for the OS. Custom roms are hard to find due to the unknown exact hardware version. It was 80.00 that would have been better spend on better hardware.",0
12967963,"THIS CAME FULLY CHARGED, FIT PERFECTLY, AND WHEN YOU NEED ONE YOU NEED IT NOW!  ARRIVED QUICKLY AND AM VERY HAPPY.",1
12977963,"I really like the design of this USB Hub. Instead of inline ports, they're on opposite sides to keep the wires behind my desk instead of on top. This Hub uses VIA's newest Chipset, the VL811. The charger is up to the task, it's a 4amp 5 volt  that's more of the brick style but definitely not very big. The company claims this will not charge an iPod or iPhone but it did mine!<br />I was running 2 external 2.5 hard drives from this drive and having some issues with one. The drive I was having issues with was an external enclosure with a Samsung 830 SSD SATA 6. This type of drive doesn't seem to play well with USB 3.0 hubs, not sure why but it had problems with other 3.0 hubs as well. Other than that, it works great and reasonably priced.",1
12987963,I made a new custom PC in Jul of '12 (now) after days of research. I got a different PS first but it was a bit loud.<br />I exchanged it for this. It is silent. Silent!,1
12997963,"I purchased this harddrive to upgrade my early-2011 15\\"" Early 2011 MacBook Pro.  The drive fit perfectly and the upgrade was a breeze using directions from ifixit.com.  For people who need the extra space for music, movies, and photos, these harddrives are a must.",1
13007963,"This SSD is excellent as long as you get the 1.4 firmware update (at the time I bought this, the firmware was out but wasn't pre-installed on the drive). With the update it outperforms just about every other SSD on the market within a $100 range. A quick web search of benchmarks will prove just this. Also, the drive runs off of the indilinx Everest 2 controller rather than the widely used Sandforce controller. This gives the additional advantages of not having any data-compression limitations allowing consistent high performance with both compressed and non-compressible data.<br /><br />Tip:<br />Installing the firmware can be painful if you don't have a Windows 7 machine. I run mine off of Windows 8 and the firmware update tool just absolutely refuses to run (because Windows 8 changed the ahci driver name from MSAHCI to StorAHCI). If you want to update the firmware (which you should) then you'll have to run the update tool on a Windows 7 machine first (Linux and Mac are not supported either at the time of this review. Unsure about Vista).",1
13017963,"This case works well for viewing videos. Also holds well like a book. Provides good protection when strapped closed. Nice leather feel and good looking. It doesn't look or feel cheap.  I was looking for something to protect my Galaxy Tab, and something to hold it to watch videos. This case works great for these purposes.",1
13027963,"dont buy this product ! You will loose money!i returned but doestn't give me money back also.<br />I got this product but not working , and i asked them return it, they gave me out of country address<br />They will not give you credit, if you want to return this product, hard to get back, they just ignore, they are discliminater!",0
13037963,"I purchased this because you get three of them, meaning if you mess up on one, you get two more tries.  Unfortunately, I don't think 300 would be enough to get this one without any air bubbles.<br />Most dry application screen protectors are dust magnets when you peel off the film from the sticky side.  Applying it in the bathroom, after running the shower, keeps the dust to a minimum due tot he moisture.  Unfortunately, even with that, some dust still flew onto the protector.<br />My biggest gripe, however, is there seems to be no way to apply this without air bubbles.  The card you get to rub out the air bubbles is about half the size of a standard business card, meaning you have to keep moving it is impossible to apply this protector flat in one swipe.  Even when it's applied well, there are still tons of bubbles and the application card then turns into a small screen scratching device that moves the air bubbles around but doesn't get them to edge and out.<br />In fact, the application is so small, the air bubbles will slide tot he side of it, go under and behind it, etc.<br /><br />This could be a great product if it was easier to apply.",0
13047963,"i bought this and i used for almost 2 years and no problem, small speaker but its enough to shake my room. i always use at night and day. i love the edifier brand.",1
13057963,"I have set this drive up to work with both PC and Mac via their Mac Installer.dmg provided on the drive. The only thing this drive does is that it crashes and freezes my Mac after three minutes of inactivity, of not accessing any files on the drive. After three minutes the Finder hangs and then becomes unresponsive. Apps hang, crash, and/or become unresponsive. I can't even use the Force Quit Applications option to relaunch Finder or quit apps.  Another thing, my Mac won't even reboot or shut down with this Seagate drive plugged in. I have to press on my Mac's power button to shut off my Mac. The moment I pull out the drive's USB cord everything on my Mac starts working just fine. The Finder will become responsive, apps will come up and properly perform their functions, my Mac will reboot or shut down properly. Therefore, it is the drive that is defective!",0
13067963,"Works perfectly, but I had to use a USB hub (thus kicking it down to USB 2.0 since my hub is older) because the shape of the device made it impossible to plug into the USB ports on my PC.",1
13077963,"It fits and work perfect, just turned on the laptop and start using it, with no problems up to now.",1
13087963,"The order and delivery were quick and easy. The card works great in my galaxy s2 phone. The only reason I didn't give it 5 stars is that I could not get the usb reader to work. Maybe that's my fault, but I've never had problems with a usb reader before. That was not a key consideration for me so I am still really happy with the purchase.",1
13097963,"I've had my kindle for less than a day. The screen protector is amazing and there are no bubbles, easy to apply. The kindle however, is absolutely terrible. I'm returning it for a refund right away. It's already malfunctioning and I was told I need a replacement. No thank you.<br /><br />The only down side to this item is that I can't return it.<br />It IS a great product though, if your kindle doesn't malfunction 20 minutes after you get it.",1
